can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,id_team,name,short_name,position,price,team_name,avg_mins_per_start,total_attacking_involvement,minutes_per_90,xg_per_90,goals_per_90,xa_per_90,assists_per_90,games_played,start_rate,estimated_shots_per_90,goal_efficiency,assist_efficiency,offensive_threat,points_per_start
True,True,,,85633,0,0,0,0,0,1,2.5,2.5,3,Matz,2.0,502,False,,,50,85633.jpg,2.0,False,Sels,13.4,False,,a,16,17,10,233284,13975,842704,101726,0.4,2.0,Sels,21.0,2024-02-01,1992-02-26,False,p85633,450,0,0,0,9,0,0,0,1,0,16,0,45,123.8,0.0,0.0,12.5,5,30,0,0,5,0.0,0.0,0.00,7.71,30,4,680,79,660,74,152,5,,,,,,,0.0,3.2,0.0,0.0,1.54,1.8,245,8,187,16,241,21,30,4,1.0,0.0,0.0,16,Nott'm Forest,NFO,GK,5.0,Nott'm Forest,90.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,125.0,0.0,0.0,0.0,0.0,2.0
True,True,,,498016,0,0,0,0,1,1,6.2,6.2,2,Robin,6.7,670,False,,,45,498016.jpg,5.8,False,Roefs,2.4,False,,a,17,56,29,272267,46385,78020,11238,1.5,6.4,Roefs,152.0,2025-08-01,2003-01-17,False,p498016,450,0,0,2,4,0,1,0,1,0,14,4,96,131.0,0.0,0.0,13.0,6,47,0,0,5,0.0,0.0,0.00,5.24,25,3,599,73,574,68,143,3,,,,,,,0.0,2.8,0.0,0.0,1.05,0.8,452,30,7,1,27,3,117,15,1.0,0.4,0.0,17,Sunderland,SUN,GK,4.5,Sunderland,90.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,125.0,0.0,0.0,0.0,0.0,5.8
True,True,,,184254,0,0,1,-1,0,1,4.0,4.0,1,Guglielmo,4.0,565,False,,,51,184254.jpg,6.0,False,Vicario,12.0,False,,a,18,6,30,986202,119673,285104,53190,0.8,5.9,Vicario,106.0,2023-07-01,1996-10-07,False,p184254,450,0,0,3,3,0,0,0,0,0,19,5,137,150.0,0.1,0.0,15.0,5,50,0,0,5,0.0,0.01,0.01,6.0,9,1,376,6,687,81,112,1,,,,,,,0.0,3.8,0.0,0.0,1.2,0.6,235,6,76,6,20,2,36,5,1.0,0.6,0.0,18,Spurs,TOT,GK,5.1,Spurs,90.0,0.01,5.0,0.0,0.0,0.002,0.0,5.0,125.0,0.0,0.0,-0.002,0.002,6.0
True,True,,,467189,0,0,0,0,0,1,2.7,2.7,0,Mads,2.7,679,False,,,45,467189.jpg,2.2,False,Hermansen,0.3,False,,a,19,21,9,10913,528,17159,2263,0.6,2.0,Hermansen,58.0,2025-08-09,2000-07-11,False,p467189,360,0,0,1,11,0,0,0,0,0,9,0,27,84.8,0.0,0.0,8.5,7,27,0,0,4,0.0,0.01,0.01,5.44,90,13,591,72,565,66,217,14,,,,,,,0.0,2.25,0.0,0.0,1.36,2.75,437,28,139,12,214,19,304,43,1.0,0.25,0.0,19,West Ham,WHU,GK,4.5,West Ham,90.0,0.01,4.0,0.0,0.0,0.0025,0.0,4.0,100.0,0.0,0.0,-0.0025,0.0025,2.25
True,True,,,149065,0,0,0,0,0,1,0.7,1.2,1,José,0.7,628,False,,,45,149065.jpg,1.2,False,Malheiro de Sá,1.5,False,,a,20,39,5,24859,1007,69280,8111,0.2,1.1,José Sá,173.0,2021-07-15,1993-01-17,False,p149065,360,0,0,0,11,0,0,0,0,0,5,0,7,44.0,10.0,0.0,5.5,3,37,0,0,4,0.0,0.03,0.03,6.17,185,20,282,1,538,61,283,19,,,,,,,0.0,1.25,0.01,0.01,1.54,2.75,398,23,292,22,300,24,152,21,1.0,0.0,0.0,20,Wolves,WOL,GK,4.5,Wolves,90.0,0.03,4.0,0.0,0.0,0.0075,0.0,4.0,100.0,0.0,0.0,-0.0075,0.0075,1.25
True,True,,,226597,0,0,1,-1,0,2,4.3,4.3,2,Gabriel,4.3,5,False,,,61,226597.jpg,5.0,False,dos Santos Magalhães,22.9,False,,a,1,3,25,1014375,175471,543077,66704,0.7,4.1,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,450,0,0,3,2,0,0,0,0,0,0,1,102,99.2,8.6,21.0,12.9,30,11,5,35,5,0.26,0.04,0.30,3.3,64,27,292,97,190,45,145,49,,,,,,,0.05,0.0,0.01,0.06,0.66,0.4,84,3,68,29,56,26,16,6,1.0,0.6,7.0,1,Arsenal,ARS,DEF,6.1,Arsenal,90.0,0.3,5.0,0.052000000000000005,0.0,0.008,0.0,5.0,125.0,0.31200000000000006,-0.052000000000000005,-0.008,0.060000000000000005,5.0
True,True,100.0,100.0,462424,0,0,0,0,0,2,1.0,1.0,2,William,1.0,6,False,,2025-09-01T10:30:07.602868Z,60,462424.jpg,4.5,False,Saliba,12.5,False,,a,1,3,18,511728,31347,917100,36752,0.2,3.0,Saliba,73.0,2019-07-25,2001-03-24,False,p462424,274,0,0,2,1,0,0,0,0,0,0,1,71,74.8,5.2,6.0,8.7,23,15,8,31,4,0.13,0.03,0.16,2.58,112,49,313,107,290,97,210,72,,,,,,,0.04,0.0,0.01,0.05,0.85,0.33,87,4,279,98,68,29,33,12,1.31,0.66,10.18,1,Arsenal,ARS,DEF,6.0,Arsenal,68.5,0.16,3.0444444444444443,0.042700729927007304,0.0,0.009854014598540146,0.0,3.0444444444444443,100.0,0.25620437956204384,-0.042700729927007304,-0.009854014598540146,0.05255474452554745,4.5
True,True,,,466075,0,0,2,-2,2,2,3.0,3.0,2,Riccardo,3.0,7,True,,,57,466075.jpg,7.0,False,Calafiori,14.3,False,,a,1,3,35,1490401,94786,298005,47729,0.5,6.1,Calafiori,106.0,2024-07-29,2002-05-19,False,p466075,381,1,2,3,2,0,0,0,2,0,0,3,103,93.0,44.2,89.0,22.6,12,16,8,20,5,1.57,0.09,1.66,2.55,73,34,110,24,29,2,52,7,,,,,,,0.37,0.0,0.02,0.39,0.6,0.47,124,11,127,55,7,5,27,9,1.18,0.71,4.72,1,Arsenal,ARS,DEF,5.7,Arsenal,76.2,4.66,4.233333333333333,0.3708661417322835,0.23622047244094488,0.02125984251968504,0.47244094488188976,4.233333333333333,125.0,2.2251968503937007,-0.13464566929133862,0.4511811023622047,0.39212598425196854,7.0
True,True,,,445122,1,-1,3,-3,1,2,3.7,3.7,1,Jurriën,3.7,8,True,,,58,445122.jpg,7.0,False,Timber,13.6,False,,a,1,3,35,1363245,158461,280842,51994,0.6,6.0,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,341,2,1,2,2,0,0,0,2,0,0,5,125,146.2,68.1,129.0,34.4,13,11,17,30,4,1.2,0.17,1.37,2.2,12,3,66,15,11,1,12,1,,,,,,,0.32,0.0,0.04,0.36,0.58,0.53,116,9,93,40,8,6,28,10,1.06,0.53,7.92,1,Arsenal,ARS,DEF,5.8,Arsenal,85.25,4.37,3.7888888888888888,0.31671554252199413,0.5278592375366569,0.04486803519061584,0.26392961876832843,3.7888888888888888,100.0,1.900293255131965,0.21114369501466274,0.2190615835777126,0.36158357771260996,8.75
True,True,,,199796,1,-1,1,-1,1,2,5.0,5.5,10,Matty,5.0,36,False,,,46,199796.jpg,5.0,False,Cash,5.1,False,,a,2,7,25,506638,34472,237251,14302,1.1,5.4,Cash,172.0,2020-09-03,1997-08-07,False,p199796,433,1,0,2,4,0,0,0,2,0,0,2,84,121.8,72.6,20.0,21.6,19,11,10,29,5,0.06,0.53,0.59,7.54,35,13,62,12,193,47,56,11,,,,,,,0.01,0.0,0.11,0.12,1.57,0.83,386,68,41,19,49,24,68,28,1.04,0.42,6.03,2,Aston Villa,AVL,DEF,4.6,Aston Villa,86.6,1.59,4.811111111111111,0.012471131639722863,0.20785219399538107,0.11016166281755198,0.0,4.811111111111111,125.0,0.07482678983833718,0.19538106235565822,-0.11016166281755198,0.12263279445727485,5.0
True,True,,,101188,0,0,0,0,0,2,2.3,2.8,1,Lucas,2.3,37,False,,,45,101188.jpg,3.0,False,Digne,2.0,False,,a,2,7,15,94894,2698,87292,9312,0.5,3.3,Digne,73.0,2022-01-13,1993-07-20,False,p101188,307,0,0,2,1,0,0,0,1,0,0,0,57,27.0,25.5,17.0,6.9,9,13,4,13,4,0.08,0.22,0.30,5.37,260,101,178,47,208,54,250,83,7.0,,2.0,,,,0.02,0.0,0.06,0.08,1.57,0.29,393,72,163,65,151,57,131,52,1.17,0.59,3.81,2,Aston Villa,AVL,DEF,4.5,Aston Villa,76.75,0.3,3.411111111111111,0.023452768729641697,0.0,0.06449511400651466,0.0,3.411111111111111,100.0,0.1407166123778502,-0.023452768729641697,-0.06449511400651466,0.08794788273615635,3.75
True,True,100.0,100.0,199798,0,0,0,0,0,2,3.0,3.5,2,Ezri,3.0,38,False,,2025-08-16T19:30:05.327199Z,45,199798.jpg,3.0,False,Konsa Ngoyo,12.1,False,,a,2,7,12,163437,14734,1014988,79895,0.7,2.7,Konsa,241.0,2019-07-11,1997-10-23,False,p199798,335,0,0,2,4,0,0,0,0,1,0,0,56,61.8,19.4,4.0,8.5,16,12,2,18,4,0.0,0.07,0.07,6.91,132,60,212,64,302,104,216,74,,,,,,,0.0,0.0,0.02,0.02,1.86,1.07,406,80,116,51,154,59,35,13,1.07,0.54,4.84,2,Aston Villa,AVL,DEF,4.5,Aston Villa,83.75,0.07,3.7222222222222223,0.0,0.0,0.018805970149253733,0.0,3.7222222222222223,100.0,0.0,0.0,-0.018805970149253733,0.018805970149253733,3.0
True,True,,,149484,0,0,0,0,0,2,4.7,5.2,4,Tyrone,4.7,40,False,,,45,149484.jpg,4.4,False,Mings,1.6,False,,a,2,7,22,111312,9428,54521,6172,1.0,4.9,Mings,241.0,2019-07-08,1993-03-13,False,p149484,450,0,0,2,5,0,0,0,0,0,0,1,84,115.4,43.8,25.0,18.5,37,15,2,39,5,0.33,0.09,0.42,8.44,41,16,111,25,163,39,77,20,,,,,,,0.07,0.0,0.02,0.09,1.69,1.0,399,76,49,21,71,32,150,56,1.0,0.4,7.8,2,Aston Villa,AVL,DEF,4.5,Aston Villa,90.0,0.42000000000000004,5.0,0.066,0.0,0.018,0.0,5.0,125.0,0.396,-0.066,-0.018,0.084,4.4
True,True,,,58621,0,0,0,0,0,2,0.3,0.8,2,Kyle,1.3,187,False,,,45,58621.jpg,2.2,False,Walker,1.7,False,,a,3,90,11,54731,3484,92820,9166,0.3,2.4,Walker,241.0,2025-07-05,1990-05-28,False,p58621,450,0,0,1,8,0,0,0,1,0,0,0,38,67.8,11.5,3.0,8.3,25,21,7,32,5,0.01,0.16,0.17,10.27,127,59,269,90,316,111,222,76,,,,,,,0.0,0.0,0.03,0.03,2.05,1.6,389,70,223,82,213,83,141,54,1.0,0.2,6.4,3,Burnley,BUR,DEF,4.5,Burnley,90.0,0.17,5.0,0.002,0.0,0.032,0.0,5.0,125.0,0.012,-0.002,-0.032,0.034,2.2
True,True,,,478969,0,0,0,0,0,2,2.0,2.5,2,Hjalmar,3.0,190,False,,,40,478969.jpg,3.8,False,Ekdal,1.6,False,,a,3,90,19,192088,15459,53997,9092,0.8,4.8,Ekdal,206.0,2023-01-21,1998-10-21,False,p478969,442,0,0,1,7,0,0,0,0,0,0,1,53,111.6,15.8,57.0,18.4,46,13,5,51,5,0.15,0.01,0.16,9.21,45,19,239,77,67,8,80,22,,,,,,,0.03,0.0,0.0,0.03,1.88,1.43,666,185,113,48,98,44,151,57,1.02,0.2,10.38,3,Burnley,BUR,DEF,4.0,Burnley,88.4,0.16,4.911111111111111,0.030542986425339362,0.0,0.002036199095022624,0.0,4.911111111111111,125.0,0.18325791855203616,-0.030542986425339362,-0.002036199095022624,0.032579185520361986,3.8
True,True,,,477717,0,0,0,0,0,2,2.0,2.5,4,Maxime,3.0,191,False,,,40,477717.jpg,3.2,False,Estève,15.6,False,,a,3,90,16,345623,36966,626339,109540,0.8,4.0,Estève,73.0,2024-06-14,2002-05-26,False,p477717,442,0,0,1,8,0,0,0,0,0,0,0,51,113.2,12.3,27.0,15.3,46,9,3,49,5,0.17,0.01,0.18,10.16,43,18,260,85,156,34,108,35,,,,,,,0.03,0.0,0.0,0.03,2.07,1.63,665,184,112,47,135,52,23,7,1.02,0.2,9.98,3,Burnley,BUR,DEF,4.0,Burnley,88.4,0.18000000000000002,4.911111111111111,0.03461538461538462,0.0,0.002036199095022624,0.0,4.911111111111111,125.0,0.2076923076923077,-0.03461538461538462,-0.002036199095022624,0.03665158371040724,3.2
True,True,,,494960,0,0,0,0,0,2,1.3,1.8,2,Quilindschy,2.3,192,False,,,40,494960.jpg,2.8,False,Hartman,0.5,False,,a,3,90,14,27350,2201,27223,3852,0.6,3.5,Hartman,152.0,2025-06-26,2001-11-14,False,p494960,450,0,0,1,8,0,0,0,0,0,0,0,50,104.6,78.3,20.0,20.3,33,10,12,45,5,0.11,0.4,0.51,10.27,54,22,52,10,192,46,64,15,2.0,,,,,,0.02,0.0,0.08,0.1,2.05,1.6,675,189,161,63,173,67,242,88,1.0,0.2,9.0,3,Burnley,BUR,DEF,4.0,Burnley,90.0,0.51,5.0,0.022,0.0,0.08,0.0,5.0,125.0,0.132,-0.022,-0.08,0.10200000000000001,2.8
True,True,,,221466,1,-1,3,-3,1,2,9.2,8.2,9,Marcos,8.7,72,True,,,48,221466.jpg,7.4,False,Senesi Barón,14.6,False,,a,4,91,37,1671440,465134,159814,15510,1.8,7.7,Senesi,10.0,2022-08-08,1997-05-10,False,p221466,450,0,1,3,5,0,0,0,1,0,0,5,110,144.8,42.8,14.0,20.2,57,21,9,66,5,0.14,0.15,0.29,3.62,13,4,112,26,226,65,65,16,,,,,,,0.03,0.0,0.03,0.06,0.72,1.0,376,63,3,2,5,3,26,8,1.0,0.6,13.2,4,Bournemouth,BOU,DEF,4.8,Bournemouth,90.0,1.29,5.0,0.028000000000000004,0.0,0.03,0.2,5.0,125.0,0.16800000000000004,-0.028000000000000004,0.17,0.058,7.4
