can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,id_team,name,short_name,position,price,team_name,avg_mins_per_start,total_attacking_involvement,minutes_per_90,xg_per_90,goals_per_90,xa_per_90,assists_per_90,games_played,start_rate,estimated_shots_per_90,goal_efficiency,assist_efficiency,offensive_threat,points_per_start
True,True,,,116535,0,0,0,0,1,1,6.0,6.5,6,Alisson,5.0,366,False,,,55,116535.jpg,4.0,False,Becker,10.9,False,,a,12,14,16,206140,34164,331301,30002,0.9,2.9,A.Becker,30.0,2018-07-19,1992-10-02,False,p116535,360,0,0,2,4,0,0,0,0,0,3,2,63,48.8,0.1,0.0,4.9,9,31,0,0,4,0.0,0.01,0.01,3.25,133,17,369,7,709,84,267,17,,,,,,,0.0,0.75,0.0,0.0,0.81,1.0,134,2,49,7,95,12,40,6,1.0,0.5,0.0,12,Liverpool,LIV,GK,5.5,Liverpool,90.0,0.01,4.0,0.0,0.0,0.0025,0.0,4.0,100.0,0.0,0.0,-0.0025,0.0025,4.0
True,True,,,432720,-1,1,-1,1,0,1,1.3,1.8,0,James,1.3,182,False,,,49,432720.jpg,3.7,False,Trafford,1.9,False,,a,13,43,11,92743,1025,155118,34749,0.3,2.2,Trafford,241.0,2025-07-29,2002-10-10,False,p432720,270,0,0,1,4,0,0,0,0,0,11,0,62,100.2,0.0,0.0,10.1,6,33,2,0,3,0.0,0.0,0.00,3.97,26,3,655,77,631,72,145,4,,,,,,,0.0,3.67,0.0,0.0,1.32,1.33,348,18,231,21,120,14,132,18,1.0,0.33,0.0,13,Man City,MCI,GK,4.9,Man City,90.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,3.6666666666666665
True,True,,,451302,0,0,0,0,0,1,1.2,1.2,2,Altay,1.7,431,False,,,50,451302.jpg,1.8,False,Bayındır,0.4,False,,a,14,1,7,17412,640,24632,2771,0.3,1.4,Bayindir,219.0,2023-09-01,1998-04-14,False,p451302,360,0,0,0,7,0,0,0,0,0,8,0,34,70.2,10.0,0.0,8.0,2,32,0,0,4,0.0,0.04,0.04,6.79,89,14,258,4,662,79,185,11,,,,,,,0.0,2.0,0.01,0.01,1.7,1.75,278,13,214,19,257,23,261,36,1.0,0.0,0.0,14,Man Utd,MUN,GK,5.0,Man Utd,90.0,0.04,4.0,0.0,0.0,0.01,0.0,4.0,100.0,0.0,0.0,-0.01,0.01,1.75
True,True,,,98747,0,0,0,0,0,1,6.2,6.2,8,Nick,5.7,469,False,,,50,98747.jpg,6.5,False,Pope,6.0,False,,a,15,4,26,323067,33705,121271,17977,1.1,5.2,Pope,241.0,2022-06-23,1992-04-19,False,p98747,360,0,1,3,3,0,0,0,1,0,8,3,89,73.6,0.0,0.0,7.3,3,38,0,0,4,0.0,0.0,0.00,2.09,80,12,675,80,651,75,206,14,,,,,,,0.0,2.0,0.0,0.0,0.52,0.75,244,9,34,5,20,3,63,10,1.0,0.75,0.0,15,Newcastle,NEW,GK,5.0,Newcastle,90.0,1.0,4.0,0.0,0.0,0.0,0.25,4.0,100.0,0.0,0.0,0.25,0.0,6.5
True,True,,,85633,0,0,0,0,0,1,2.2,1.2,1,Matz,1.7,502,False,,,50,85633.jpg,1.8,False,Sels,14.6,False,,a,16,17,7,200800,18864,689476,92588,0.3,1.4,Sels,21.0,2024-02-01,1992-02-26,False,p85633,360,0,0,0,8,0,0,0,1,0,12,0,31,94.4,0.0,0.0,9.6,3,27,0,0,4,0.0,0.0,0.00,6.86,35,7,674,79,650,74,157,6,,,,,,,0.0,3.0,0.0,0.0,1.72,2.0,243,8,211,18,256,22,27,4,1.0,0.0,0.0,16,Nott'm Forest,NFO,GK,5.0,Nott'm Forest,90.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,1.75
True,True,,,498016,0,0,0,0,1,1,5.8,5.8,10,Robin,6.3,670,False,,,45,498016.jpg,6.8,False,Roefs,1.9,False,,a,17,56,27,192200,53926,58635,8258,1.4,6.0,Roefs,152.0,2025-08-01,2003-01-17,False,p498016,360,0,0,2,3,0,1,0,1,0,13,4,93,124.8,0.0,0.0,12.4,5,42,0,0,4,0.0,0.0,0.00,4.53,9,2,589,73,560,68,114,2,,,,,,,0.0,3.25,0.0,0.0,1.13,0.75,459,30,22,3,17,2,129,17,1.0,0.5,0.0,17,Sunderland,SUN,GK,4.5,Sunderland,90.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,6.75
True,True,,,184254,1,-1,1,-1,0,1,6.7,6.7,8,Guglielmo,6.7,565,True,,,51,184254.jpg,7.2,False,Vicario,10.7,False,,a,18,6,29,767760,154811,216369,24592,1.3,5.7,Vicario,106.0,2023-07-01,1996-10-07,False,p184254,360,0,0,3,1,0,0,0,0,0,17,5,128,137.0,0.1,0.0,13.7,4,35,0,0,4,0.0,0.01,0.01,4.68,6,1,366,6,680,81,86,1,,,,,,,0.0,4.25,0.0,0.0,1.17,0.25,235,6,18,2,11,1,41,7,1.0,0.75,0.0,18,Spurs,TOT,GK,5.1,Spurs,90.0,0.01,4.0,0.0,0.0,0.0025,0.0,4.0,100.0,0.0,0.0,-0.0025,0.0025,7.25
True,True,,,467189,0,0,0,0,0,1,2.7,2.7,1,Mads,2.7,679,False,,,45,467189.jpg,2.2,False,Hermansen,0.3,False,,a,19,21,9,8397,1558,13897,1604,0.6,2.0,Hermansen,58.0,2025-08-09,2000-07-11,False,p467189,360,0,0,1,11,0,0,0,0,0,9,0,27,84.8,0.0,0.0,8.5,7,27,0,0,4,0.0,0.01,0.01,5.44,52,9,581,72,551,66,178,9,,,,,,,0.0,2.25,0.0,0.0,1.36,2.75,444,28,136,14,209,20,299,44,1.0,0.25,0.0,19,West Ham,WHU,GK,4.5,West Ham,90.0,0.01,4.0,0.0,0.0,0.0025,0.0,4.0,100.0,0.0,0.0,-0.0025,0.0025,2.25
True,True,,,149065,0,0,0,0,0,1,1.8,0.8,0,José,1.3,628,False,,,45,149065.jpg,1.3,False,Malheiro de Sá,1.6,False,,a,20,39,4,21797,1939,56598,9024,0.3,0.9,José Sá,173.0,2021-07-15,1993-01-17,False,p149065,270,0,0,0,8,0,0,0,0,0,4,0,7,36.2,10.0,0.0,4.7,3,30,0,0,3,0.0,0.03,0.03,5.69,188,18,254,1,520,61,270,18,,,,,,,0.0,1.33,0.01,0.01,1.9,2.67,398,23,228,20,284,24,142,20,1.0,0.0,0.0,20,Wolves,WOL,GK,4.5,Wolves,90.0,0.03,3.0,0.0,0.0,0.01,0.0,3.0,75.0,0.0,0.0,-0.01,0.01,1.3333333333333333
True,True,,,226597,0,0,1,-1,0,2,5.7,6.2,9,Gabriel,5.7,5,False,,,61,226597.jpg,5.8,False,dos Santos Magalhães,22.0,False,,a,1,3,23,801426,97386,439498,52185,0.9,3.8,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,360,0,0,3,1,0,0,0,0,0,0,1,89,79.6,6.3,21.0,10.7,23,10,4,27,4,0.26,0.03,0.29,2.41,63,26,281,94,155,33,134,44,,,,,,,0.06,0.0,0.01,0.07,0.6,0.25,84,3,35,14,42,19,17,6,1.0,0.75,6.75,1,Arsenal,ARS,DEF,6.1,Arsenal,90.0,0.29000000000000004,4.0,0.065,0.0,0.0075,0.0,4.0,100.0,0.39,-0.065,-0.0075,0.07250000000000001,5.75
True,True,,,466075,0,0,2,-2,2,2,6.7,7.2,5,Riccardo,6.7,7,True,,,57,466075.jpg,8.2,False,Calafiori,13.7,False,,a,1,3,33,1353796,114889,218001,48632,1.2,5.8,Calafiori,106.0,2024-07-29,2002-05-19,False,p466075,291,1,2,3,1,0,0,0,2,0,0,3,96,89.4,38.0,70.0,19.7,10,10,5,15,4,1.43,0.04,1.47,1.66,48,18,98,21,36,2,43,5,,,,,,,0.44,0.0,0.01,0.45,0.51,0.31,125,11,20,8,7,4,29,9,1.24,0.93,4.64,1,Arsenal,ARS,DEF,5.7,Arsenal,72.75,4.47,3.2333333333333334,0.4422680412371134,0.30927835051546393,0.012371134020618556,0.6185567010309279,3.2333333333333334,100.0,2.6536082474226803,-0.13298969072164946,0.6061855670103093,0.45463917525773195,8.25
True,True,,,445122,0,0,2,-2,1,2,11.3,11.8,8,Jurriën,11.3,8,True,,,57,445122.jpg,8.5,False,Timber,11.9,False,,a,1,3,34,1103979,199573,202998,35474,2.0,6.0,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,262,2,1,2,1,0,0,0,1,0,0,5,109,129.2,54.2,121.0,30.5,12,8,10,22,3,1.2,0.12,1.32,1.55,7,2,68,14,5,1,8,1,,,,,,,0.41,0.0,0.04,0.45,0.53,0.34,124,10,1,1,6,3,37,13,1.03,0.69,7.56,1,Arsenal,ARS,DEF,5.7,Arsenal,87.33333333333333,4.32,2.911111111111111,0.4122137404580153,0.6870229007633588,0.04122137404580153,0.3435114503816794,2.911111111111111,75.0,2.4732824427480917,0.2748091603053435,0.3022900763358779,0.4534351145038168,11.333333333333334
True,True,,,199796,0,0,0,0,0,2,2.8,2.3,5,Matty,2.3,36,False,,,45,199796.jpg,3.8,False,Cash,4.9,False,,a,2,7,15,451310,21062,211525,16736,0.5,3.3,Cash,172.0,2020-09-03,1997-08-07,False,p199796,343,0,0,2,3,0,0,0,2,0,0,0,55,77.4,65.4,9.0,15.3,16,8,8,24,4,0.01,0.48,0.49,6.49,71,31,54,10,225,65,72,16,,,,,,,0.0,0.0,0.13,0.13,1.7,0.79,408,82,163,66,106,44,75,29,1.05,0.52,6.3,2,Aston Villa,AVL,DEF,4.5,Aston Villa,85.75,0.49,3.811111111111111,0.0026239067055393588,0.0,0.12594752186588923,0.0,3.811111111111111,100.0,0.015743440233236154,-0.0026239067055393588,-0.12594752186588923,0.1285714285714286,3.75
True,True,,,101188,0,0,0,0,0,2,3.2,2.7,5,Lucas,2.7,37,False,,,45,101188.jpg,3.5,False,Digne,2.0,False,,a,2,7,14,86558,5246,73358,6276,0.6,3.1,Digne,73.0,2022-01-13,1993-07-20,False,p101188,250,0,0,2,1,0,0,0,1,0,0,0,51,25.8,21.7,15.0,6.2,9,11,4,13,3,0.08,0.18,0.26,5.0,230,90,165,43,192,45,229,74,7.0,,2.0,,,,0.03,0.0,0.06,0.09,1.8,0.36,393,72,133,59,122,51,126,50,1.08,0.72,4.68,2,Aston Villa,AVL,DEF,4.5,Aston Villa,83.33333333333333,0.26,2.7777777777777777,0.028800000000000003,0.0,0.0648,0.0,2.7777777777777777,75.0,0.1728,-0.028800000000000003,-0.0648,0.0936,4.666666666666667
True,True,,,149484,0,0,0,0,0,2,4.5,4.0,9,Tyrone,4.0,40,False,,,45,149484.jpg,4.5,False,Mings,1.4,False,,a,2,7,18,83639,19547,44805,4488,0.9,4.0,Mings,241.0,2019-07-08,1993-03-13,False,p149484,360,0,0,2,4,0,0,0,0,0,0,1,68,81.0,19.4,23.0,12.4,25,13,2,27,4,0.33,0.06,0.39,7.39,60,23,183,50,139,28,113,34,,,,,,,0.08,0.0,0.02,0.1,1.85,1.0,399,76,79,34,70,33,156,58,1.0,0.5,6.75,2,Aston Villa,AVL,DEF,4.5,Aston Villa,90.0,0.39,4.0,0.0825,0.0,0.015,0.0,4.0,100.0,0.495,-0.0825,-0.015,0.0975,4.5
True,True,,,58621,0,0,0,0,0,2,2.2,1.2,2,Kyle,2.7,187,False,,,45,58621.jpg,2.2,False,Walker,1.7,False,,a,3,90,9,46868,6800,79125,8726,0.6,2.0,Walker,241.0,2025-07-05,1990-05-28,False,p58621,360,0,0,1,7,0,0,0,1,0,0,0,28,47.6,8.1,1.0,5.7,18,14,5,23,4,0.01,0.14,0.15,9.17,137,62,269,89,321,110,241,82,,,,,,,0.0,0.0,0.04,0.04,2.29,1.75,389,70,131,57,207,77,136,53,1.0,0.25,5.75,3,Burnley,BUR,DEF,4.5,Burnley,90.0,0.15000000000000002,4.0,0.0025,0.0,0.035,0.0,4.0,100.0,0.015,-0.0025,-0.035,0.037500000000000006,2.25
True,True,,,478969,0,0,0,0,0,2,4.8,3.8,4,Hjalmar,5.3,190,False,,,40,478969.jpg,4.2,False,Ekdal,1.4,False,,a,3,90,17,155449,21088,41262,5403,1.3,4.2,Ekdal,206.0,2023-01-21,1998-10-21,False,p478969,352,0,0,1,6,0,0,0,0,0,0,1,48,93.8,15.4,18.0,12.7,38,10,5,43,4,0.01,0.01,0.02,8.11,40,13,209,65,173,38,107,31,,,,,,,0.0,0.0,0.0,0.0,2.07,1.53,673,193,37,15,82,38,162,60,1.02,0.26,10.99,3,Burnley,BUR,DEF,4.0,Burnley,88.0,0.02,3.911111111111111,0.002556818181818182,0.0,0.002556818181818182,0.0,3.911111111111111,100.0,0.01534090909090909,-0.002556818181818182,-0.002556818181818182,0.005113636363636364,4.25
True,True,,,477717,0,0,0,0,0,2,3.2,2.2,4,Maxime,3.7,191,False,,,40,477717.jpg,3.0,False,Estève,16.5,False,,a,3,90,12,288005,25947,486487,44971,0.9,3.0,Estève,73.0,2024-06-14,2002-05-26,False,p477717,352,0,0,1,7,0,0,0,0,0,0,0,37,93.6,1.9,19.0,11.5,36,4,2,38,4,0.05,0.01,0.06,9.06,41,14,327,116,167,36,125,40,,,,,,,0.01,0.0,0.0,0.01,2.32,1.79,672,192,92,40,152,65,24,7,1.02,0.26,9.72,3,Burnley,BUR,DEF,4.0,Burnley,88.0,0.060000000000000005,3.911111111111111,0.01278409090909091,0.0,0.002556818181818182,0.0,3.911111111111111,100.0,0.07670454545454546,-0.01278409090909091,-0.002556818181818182,0.015340909090909093,3.0
True,True,,,494960,0,0,0,0,0,2,3.2,2.2,4,Quilindschy,3.7,192,False,,,40,494960.jpg,3.0,False,Hartman,0.5,False,,a,3,90,12,22404,3077,22190,1962,0.9,3.0,Hartman,152.0,2025-06-26,2001-11-14,False,p494960,360,0,0,1,7,0,0,0,0,0,0,0,40,78.2,31.0,11.0,12.0,30,10,10,40,4,0.09,0.09,0.18,9.17,69,29,115,27,217,59,118,36,2.0,,,,,,0.02,0.0,0.02,0.04,2.29,1.75,682,197,93,41,153,66,241,89,1.0,0.25,10.0,3,Burnley,BUR,DEF,4.0,Burnley,90.0,0.18,4.0,0.0225,0.0,0.0225,0.0,4.0,100.0,0.135,-0.0225,-0.0225,0.045,3.0
True,True,,,221466,0,0,1,-1,1,2,8.2,8.7,3,Marcos,8.7,72,False,,,46,221466.jpg,7.0,False,Senesi Barón,9.4,False,,a,4,91,28,1049931,190486,125013,30826,1.9,6.1,Senesi,10.0,2022-08-08,1997-05-10,False,p221466,360,0,1,2,5,0,0,0,1,0,0,4,83,119.0,30.9,12.0,16.2,46,18,9,55,4,0.14,0.12,0.26,3.48,15,4,117,28,210,57,63,13,,,,,,,0.04,0.0,0.03,0.07,0.87,1.25,385,67,4,2,15,8,45,16,1.0,0.5,13.75,4,Bournemouth,BOU,DEF,4.6,Bournemouth,90.0,1.26,4.0,0.035,0.0,0.03,0.25,4.0,100.0,0.21000000000000002,-0.035,0.22,0.065,7.0
True,True,,,494521,0,0,0,0,0,2,4.5,5.0,2,Adrien,5.0,74,False,,,45,494521.jpg,3.8,False,Truffert,1.2,False,,a,4,91,15,107840,9065,48593,6043,1.1,3.3,Truffert,73.0,2025-06-16,2001-11-20,False,p494521,360,0,0,2,5,0,0,0,0,0,0,1,53,71.4,87.1,7.0,16.5,15,11,8,23,4,0.01,0.37,0.38,3.48,85,38,23,3,248,76,61,11,,,,,,,0.0,0.0,0.09,0.09,0.87,1.25,455,103,45,19,110,47,171,63,1.0,0.5,5.75,4,Bournemouth,BOU,DEF,4.5,Bournemouth,90.0,0.38,4.0,0.0025,0.0,0.0925,0.0,4.0,100.0,0.015,-0.0025,-0.0925,0.095,3.75
True,True,,,432830,0,0,0,0,0,2,5.0,4.5,3,Nathan,5.0,106,False,,,50,432830.jpg,3.8,False,Collins,1.5,False,,a,5,94,15,39318,2719,58809,6672,1.0,3.0,Collins,104.0,2023-07-04,2001-04-30,False,p432830,360,0,0,1,7,0,0,0,1,0,0,1,44,80.6,11.3,17.0,10.9,37,16,3,40,4,0.02,0.05,0.07,5.84,61,24,244,80,182,42,133,43,,,,,,,0.0,0.0,0.01,0.01,1.46,1.75,275,44,48,21,111,48,151,56,1.0,0.25,10.0,5,Brentford,BRE,DEF,5.0,Brentford,90.0,0.07,4.0,0.005,0.0,0.0125,0.0,4.0,100.0,0.03,-0.005,-0.0125,0.0175,3.75
True,True,,,249231,0,0,0,0,0,2,4.3,3.8,1,Keane,4.3,107,False,,,50,249231.jpg,3.5,False,Lewis-Potter,0.4,False,,a,5,94,14,12796,1257,15382,2111,0.9,2.8,Lewis-Potter,241.0,2022-07-12,2001-02-22,False,p249231,318,0,0,2,5,0,0,0,0,0,0,0,38,26.4,21.1,13.0,6.1,10,14,6,16,4,0.12,0.05,0.17,4.69,226,89,172,46,202,51,233,76,,,4.0,,,,0.03,0.0,0.01,0.04,1.33,1.42,272,43,71,32,127,53,262,96,1.13,0.57,4.53,5,Brentford,BRE,DEF,5.0,Brentford,79.5,0.16999999999999998,3.533333333333333,0.033962264150943396,0.0,0.014150943396226417,0.0,3.533333333333333,100.0,0.2037735849056604,-0.033962264150943396,-0.014150943396226417,0.048113207547169815,3.5
